_Id,_UserId,_Name,_Date,_Class,_TagBased
432,17,Explainer,2017-06-28T04:04:14.007,3,False
433,25,Explainer,2017-06-28T04:04:14.007,3,False
434,71,Explainer,2017-06-28T04:04:14.007,3,False
435,119,Supporter,2017-06-28T04:39:13.190,3,False
436,134,Supporter,2017-06-28T04:39:13.190,3,False
437,127,Critic,2017-06-28T04:56:43.187,3,False
438,128,Critic,2017-06-28T04:56:43.187,3,False
439,29,Custodian,2017-06-28T05:16:49.350,3,False
440,29,Custodian,2017-06-28T05:16:49.350,3,False
441,26,Supporter,2017-06-28T05:24:13.303,3,False
442,137,Autobiographer,2017-06-28T05:40:03.913,3,False
443,137,Supporter,2017-06-28T05:45:03.347,3,False
444,137,Informed,2017-06-28T05:45:27.563,3,False
445,33,Custodian,2017-06-28T06:01:35.723,3,False
446,110,Editor,2017-06-28T06:37:33.773,3,False
447,110,Organizer,2017-06-28T06:37:33.773,3,False
448,110,Supporter,2017-06-28T06:37:33.773,3,False
449,138,Informed,2017-06-28T06:38:16.890,3,False
450,139,Autobiographer,2017-06-28T06:42:33.287,3,False
451,141,Autobiographer,2017-06-28T06:57:35.290,3,False
452,110,Informed,2017-06-28T07:07:33.560,3,False
453,29,Editor,2017-06-28T07:10:43.653,3,False
454,29,Teacher,2017-06-28T07:15:43.623,3,False
455,110,Custodian,2017-06-28T07:15:43.623,3,False
456,110,Custodian,2017-06-28T07:15:43.623,3,False
457,27,Quorum,2017-06-28T07:24:20.570,3,False
458,32,Editor,2017-06-28T07:35:46.733,3,False
459,144,Autobiographer,2017-06-28T07:51:54.387,3,False
460,117,Teacher,2017-06-28T07:51:54.387,3,False
461,33,Custodian,2017-06-28T07:51:54.387,3,False
462,144,Informed,2017-06-28T07:54:21.210,3,False
463,110,Student,2017-06-28T08:11:56.460,3,False
464,145,Autobiographer,2017-06-28T08:16:57.087,3,False
465,146,Autobiographer,2017-06-28T08:16:57.087,3,False
466,134,Citizen Patrol,2017-06-28T08:12:14.597,3,False
467,145,Supporter,2017-06-28T08:26:25.003,3,False
468,149,Supporter,2017-06-28T08:26:25.003,3,False
469,146,Teacher,2017-06-28T08:26:25.003,3,False
470,143,Precognitive,2017-06-28T08:26:30.170,3,False
471,144,Precognitive,2017-06-28T08:26:30.170,3,False
472,147,Precognitive,2017-06-28T08:26:30.170,3,False
473,19,Nice Question,2017-06-28T08:31:24.253,3,False
474,44,Nice Question,2017-06-28T08:31:24.253,3,False
475,72,Nice Question,2017-06-28T08:31:24.253,3,False
476,151,Autobiographer,2017-06-28T08:56:52.193,3,False
477,152,Autobiographer,2017-06-28T08:56:52.193,3,False
478,146,Informed,2017-06-28T09:05:13.367,3,False
479,153,Informed,2017-06-28T09:08:02.330,3,False
480,153,Autobiographer,2017-06-28T09:11:55.227,3,False
481,146,Student,2017-06-28T09:11:55.227,3,False
482,153,Supporter,2017-06-28T09:11:55.227,3,False
483,154,Autobiographer,2017-06-28T09:16:56.883,3,False
484,110,Citizen Patrol,2017-06-28T09:24:33.273,3,False
485,33,Quorum,2017-06-28T09:32:29.393,3,False
486,146,Supporter,2017-06-28T09:32:29.190,3,False
487,153,Teacher,2017-06-28T09:32:29.190,3,False
488,153,Custodian,2017-06-28T09:32:29.190,3,False
489,110,Teacher,2017-06-28T09:37:29.143,3,False
490,155,Autobiographer,2017-06-28T09:42:29.017,3,False
